dataset_id,interpretability_SHAP,interpretability_LIME,interpretability_PFI,interpretability_PDP,understanding_SHAP,understanding_LIME,understanding_PFI,understanding_PDP,trust_SHAP,trust_LIME,trust_PFI,trust_PDP
27,3,3,4,4,3,3,4,4,3,3,4,4
42,4,3,4,4,4,3,4,4,4,3,4,4
80,4,3,4,4,4,3,4,4,4,3,4,4
111,3,3,4,4,3,3,4,4,3,3,4,4
62,3,3,4,4,3,3,4,4,3,3,4,4
46,3,3,4,4,3,3,4,4,3,3,4,4
52,4,3,4,4,4,3,4,4,4,3,4,4
151,3,3,4,4,3,3,4,4,3,3,4,4
101,4,3,4,4,4,3,4,4,4,3,4,4
110,4,3,4,4,4,3,4,4,4,3,4,4
105,3,3,4,4,3,3,4,4,3,3,4,4
14,4,3,4,4,4,3,4,4,4,3,4,4
27,3,3,4,4,3,3,4,4,3,3,4,4
42,4,3,4,4,4,3,4,4,4,3,4,4
80,4,3,4,4,4,3,4,4,4,3,4,4
111,3,3,4,4,3,3,4,4,3,3,4,4
62,3,3,4,4,3,3,4,4,3,3,4,4
46,3,3,4,4,3,3,4,4,3,3,4,4
52,4,3,4,4,4,3,4,4,4,3,4,4
151,3,3,4,4,3,3,4,4,3,3,4,4
101,4,3,4,4,4,3,4,4,4,3,4,4
110,4,3,4,4,4,3,4,4,4,3,4,4
105,3,3,4,4,3,3,4,4,3,3,4,4
14,4,3,4,4,4,3,4,4,4,3,4,4
27,3,3,4,4,3,3,4,4,3,3,4,4
42,4,3,4,4,4,3,4,4,4,3,4,4
80,4,3,4,4,4,3,4,4,4,3,4,4
53,5,4,3,4,5,4,3,4,5,4,3,4
45,4,4,3,3,4,4,3,3,4,3,3,3
2,4,4,3,4,4,4,3,4,4,3,3,3
109,4,4,3,4,4,4,3,4,4,3,3,3
19,4,4,3,4,4,4,3,4,4,3,3,3
144,4,4,3,4,4,4,3,4,4,3,3,3
94,4,4,3,4,4,4,3,4,4,3,3,3
15,4,4,3,4,4,4,3,4,4,3,3,3
14,4,4,3,4,4,4,3,4,4,3,3,3
27,4,4,3,4,4,4,3,4,4,3,3,3
42,4,4,3,4,4,4,3,4,4,3,3,3
80,4,4,3,4,4,4,3,4,4,3,3,3
111,4,4,3,4,4,4,3,4,4,3,3,3
62,4,4,3,4,4,4,3,4,4,3,3,3
46,4,4,3,4,4,4,3,4,4,3,3,3
52,4,4,3,4,4,4,3,4,4,3,3,3
151,4,4,3,4,4,4,3,4,4,3,3,3
101,4,4,3,4,4,4,3,4,4,3,3,3
110,4,4,3,4,4,4,3,4,4,3,3,3
105,4,4,3,4,4,4,3,4,4,3,3,3
76,4,4,3,4,4,4,3,4,4,3,3,3
143,4,4,3,4,4,4,3,4,4,3,3,3
12,4,4,3,4,4,4,3,4,4,3,3,3
50,4,4,3,4,4,4,3,4,4,3,3,3
90,4,4,3,4,4,4,3,4,4,3,3,3
81,4,4,3,4,4,4,3,4,4,3,3,3
146,4,4,3,4,4,4,3,4,4,3,3,3
148,4,4,3,4,4,4,3,4,4,3,3,3
149,4,4,3,4,4,4,3,4,4,3,3,3
54,4,4,3,4,4,4,3,4,4,3,3,3
107,4,4,3,4,4,4,3,4,4,3,3,3
70,4,4,3,4,4,4,3,4,4,3,3,3
91,4,4,3,4,4,4,3,4,4,3,3,3
146,4,4,3,4,4,4,3,4,4,3,3,3
148,4,4,3,4,4,4,3,4,4,3,3,3
149,4,4,3,4,4,4,3,4,4,3,3,3
54,4,4,3,4,4,4,3,4,4,3,3,3
107,4,4,3,4,4,4,3,4,4,3,3,3
70,4,4,3,4,4,4,3,4,4,3,3,3
91,4,4,3,4,4,4,3,4,4,3,3,3
53,4,4,3,5,4,4,3,5,4,4,3,5
45,5,4,3,4,5,4,3,4,5,4,3,4
2,4,4,3,5,4,4,3,5,4,4,3,5
109,5,4,3,4,5,4,3,4,5,4,3,4
19,4,4,3,5,4,4,3,5,4,4,3,5
144,5,4,3,4,5,4,3,4,5,4,3,4
94,4,4,3,5,4,4,3,5,4,4,3,5
15,5,4,3,4,5,4,3,4,5,4,3,4
14,5,4,3,4,5,4,3,4,5,4,3,4
27,4,4,3,5,4,4,3,5,4,4,3,5
42,5,4,3,4,5,4,3,4,5,4,3,4
80,4,4,3,5,4,4,3,5,4,4,3,5
111,5,4,3,4,5,4,3,4,5,4,3,4
62,4,4,3,5,4,4,3,5,4,4,3,5
46,5,4,3,4,5,4,3,4,5,4,3,4
52,4,4,3,5,4,4,3,5,4,4,3,5
151,5,4,3,4,5,4,3,4,5,4,3,4
101,4,4,3,5,4,4,3,5,4,4,3,5
110,5,4,3,4,5,4,3,4,5,4,3,4
105,4,4,3,5,4,4,3,5,4,4,3,5
76,5,4,3,4,5,4,3,4,5,4,3,4
143,4,4,3,5,4,4,3,5,4,4,3,5
12,5,4,3,4,5,4,3,4,5,4,3,4
50,4,4,3,5,4,4,3,5,4,4,3,5
90,5,4,3,4,5,4,3,4,5,4,3,4
81,4,4,3,5,4,4,3,5,4,4,3,5
146,5,4,3,4,5,4,3,4,5,4,3,4
148,4,4,3,5,4,4,3,5,4,4,3,5
149,5,4,3,4,5,4,3,4,5,4,3,4
54,4,4,3,5,4,4,3,5,4,4,3,5
107,5,4,3,4,5,4,3,4,5,4,3,4
70,4,4,3,5,4,4,3,5,4,4,3,5
91,5,4,3,4,5,4,3,4,5,4,3,4
146,4,4,3,5,4,4,3,5,4,4,3,5
80,5,4,3,4,5,4,3,4,5,4,3,4
53,4,4,3,5,4,4,3,5,4,4,3,5
45,3,4,3,4,3,4,3,4,3,4,3,4
2,4,4,3,5,4,4,3,5,4,4,3,5
109,3,4,3,4,3,4,3,4,3,4,3,4
19,4,4,3,5,4,4,3,5,4,4,3,5
144,3,4,3,4,3,4,3,4,3,4,3,4
94,4,4,3,5,4,4,3,5,4,4,3,5
15,4,4,3,5,4,4,3,5,4,4,3,5
14,4,4,3,5,4,4,3,5,4,4,3,5
27,3,4,3,4,3,4,3,4,3,4,3,4
42,3,4,3,4,3,4,3,4,3,4,3,4
80,4,4,3,5,4,4,3,5,4,4,3,5
111,3,4,3,4,3,4,3,4,3,4,3,4
62,3,4,3,4,3,4,3,4,3,4,3,4
46,3,4,3,4,3,4,3,4,3,4,3,4
52,3,4,3,4,3,4,3,4,3,4,3,4
151,3,4,3,4,3,4,3,4,3,4,3,4
101,3,4,3,4,3,4,3,4,3,4,3,4
110,3,4,3,4,3,4,3,4,3,4,3,4
105,3,4,3,4,3,4,3,4,3,4,3,4
76,3,4,3,4,3,4,3,4,3,4,3,4
143,3,4,3,4,3,4,3,4,3,4,3,4
12,3,4,3,4,3,4,3,4,3,4,3,4
50,3,4,3,4,3,4,3,4,3,4,3,4
90,3,4,3,4,3,4,3,4,3,4,3,4
81,3,4,3,4,3,4,3,4,3,4,3,4
146,3,4,3,4,3,4,3,4,3,4,3,4
148,3,4,3,4,3,4,3,4,3,4,3,4
149,3,4,3,4,3,4,3,4,3,4,3,4
54,3,4,3,4,3,4,3,4,3,4,3,4
107,3,4,3,4,3,4,3,4,3,4,3,4
70,3,4,3,4,3,4,3,4,3,4,3,4
91,3,4,3,4,3,4,3,4,3,4,3,4
146,3,4,3,4,3,4,3,4,3,4,3,4
148,3,4,3,4,3,4,3,4,3,4,3,4
149,3,4,3,4,3,4,3,4,3,4,3,4
54,3,4,3,4,3,4,3,4,3,4,3,4
107,3,4,3,4,3,4,3,4,3,4,3,4
70,3,4,3,4,3,4,3,4,3,4,3,4
91,3,4,3,4,3,4,3,4,3,4,3,4
53,4,3,4,5,4,3,4,5,4,3,4,5
45,3,4,3,4,3,4,3,4,3,4,3,4
2,4,4,3,4,4,4,3,4,4,4,3,4
109,4,4,4,5,4,4,4,5,4,4,4,5
19,3,4,4,4,3,4,4,4,3,4,4,4
144,3,4,3,4,3,4,3,4,3,4,3,4
94,4,3,4,5,4,3,4,5,4,3,4,5
15,4,4,4,5,4,4,4,5,4,4,4,5
14,4,4,4,5,4,4,4,5,4,4,4,5
27,3,4,3,4,3,4,3,4,3,4,3,4
42,4,4,4,5,4,4,4,5,4,4,4,5
80,4,4,4,5,4,4,4,5,4,4,4,5
111,3,4,3,4,3,4,3,4,3,4,3,4
62,4,4,4,5,4,4,4,5,4,4,4,5
46,3,4,3,4,3,4,3,4,3,4,3,4
52,4,4,4,5,4,4,4,5,4,4,4,5
151,3,4,3,4,3,4,3,4,3,4,3,4
101,4,4,4,5,4,4,4,5,4,4,4,5
110,4,4,4,5,4,4,4,5,4,4,4,5
105,3,4,3,4,3,4,3,4,3,4,3,4
76,4,4,4,5,4,4,4,5,4,4,4,5
143,3,4,3,4,3,4,3,4,3,4,3,4
12,4,4,4,5,4,4,4,5,4,4,4,5
50,3,4,3,4,3,4,3,4,3,4,3,4
90,4,4,4,5,4,4,4,5,4,4,4,5
81,4,4,4,5,4,4,4,5,4,4,4,5
146,3,4,3,4,3,4,3,4,3,4,3,4
148,3,4,3,4,3,4,3,4,3,4,3,4
149,4,4,4,5,4,4,4,5,4,4,4,5
54,4,4,4,5,4,4,4,5,4,4,4,5
107,3,4,3,4,3,4,3,4,3,4,3,4
70,4,4,4,5,4,4,4,5,4,4,4,5
91,4,4,4,5,4,4,4,5,4,4,4,5
146,3,4,3,4,3,4,3,4,3,4,3,4
148,3,4,3,4,3,4,3,4,3,4,3,4
149,4,4,4,5,4,4,4,5,4,4,4,5
54,4,4,4,5,4,4,4,5,4,4,4,5
107,3,4,3,4,3,4,3,4,3,4,3,4
70,4,4,4,5,4,4,4,5,4,4,4,5
91,4,4,4,5,4,4,4,5,4,4,4,5
53,4,4,3,5,4,3,3,5,4,3,3,5
45,3,4,3,4,3,4,3,4,3,4,3,4
2,4,4,3,5,4,3,3,5,4,3,3,5
109,3,4,3,4,3,4,3,4,3,4,3,4
19,4,4,3,5,4,3,3,5,4,3,3,5
144,3,4,3,4,3,4,3,4,3,4,3,4
94,4,4,3,5,4,3,3,5,4,3,3,5
15,4,4,3,5,4,3,3,5,4,3,3,5
14,4,4,3,5,4,3,3,5,4,3,3,5
27,3,4,3,4,3,4,3,4,3,4,3,4
42,3,4,3,4,3,4,3,4,3,4,3,4
80,4,4,3,5,4,3,3,5,4,3,3,5
111,3,4,3,4,3,4,3,4,3,4,3,4
62,3,4,3,4,3,4,3,4,3,4,3,4
46,3,4,3,4,3,4,3,4,3,4,3,4
52,4,4,3,5,4,3,3,5,4,3,3,5
151,3,4,3,4,3,4,3,4,3,4,3,4
101,4,4,3,5,4,3,3,5,4,3,3,5
110,3,4,3,4,3,4,3,4,3,4,3,4
105,4,4,3,5,4,3,3,5,4,3,3,5
14,4,4,3,5,4,3,3,5,4,3,3,5
27,3,4,3,4,3,4,3,4,3,4,3,4
80,4,4,3,5,4,3,3,5,4,3,3,5
53,5,4,3,4,5,4,3,4,5,4,3,4
45,4,3,3,3,4,3,3,3,4,3,3,3
2,4,5,3,4,4,5,3,4,4,5,3,4
109,5,4,4,4,5,4,4,4,5,4,4,4
19,4,4,3,3,4,4,3,3,4,4,3,3
144,4,3,3,3,4,3,3,3,4,3,3,3
94,5,4,4,4,5,4,4,4,5,4,4,4
15,5,4,4,4,5,4,4,4,5,4,4,4
14,5,4,3,4,5,4,3,4,5,4,3,4
27,4,4,3,3,4,4,3,3,4,4,3,3
42,4,3,3,3,4,3,3,3,4,3,3,3
80,5,4,4,4,5,4,4,4,5,4,4,4
111,4,4,3,3,4,4,3,3,4,4,3,3
62,4,3,3,3,4,3,3,3,4,3,3,3
46,4,3,3,3,4,3,3,3,4,3,3,3
52,4,3,3,3,4,3,3,3,4,3,3,3
151,4,3,3,3,4,3,3,3,4,3,3,3
101,4,3,3,3,4,3,3,3,4,3,3,3
110,4,3,3,3,4,3,3,3,4,3,3,3
105,4,3,3,3,4,3,3,3,4,3,3,3
76,4,3,3,3,4,3,3,3,4,3,3,3
143,4,3,3,3,4,3,3,3,4,3,3,3
12,4,3,3,3,4,3,3,3,4,3,3,3
50,4,3,3,3,4,3,3,3,4,3,3,3
90,4,3,3,3,4,3,3,3,4,3,3,3
81,4,3,3,3,4,3,3,3,4,3,3,3
146,4,3,3,3,4,3,3,3,4,3,3,3
148,4,3,3,3,4,3,3,3,4,3,3,3
149,4,3,3,3,4,3,3,3,4,3,3,3
54,4,3,3,3,4,3,3,3,4,3,3,3
107,4,3,3,3,4,3,3,3,4,3,3,3
70,4,3,3,3,4,3,3,3,4,3,3,3
91,4,3,3,3,4,3,3,3,4,3,3,3
146,4,3,3,3,4,3,3,3,4,3,3,3
148,4,3,3,3,4,3,3,3,4,3,3,3
149,4,3,3,3,4,3,3,3,4,3,3,3
54,4,3,3,3,4,3,3,3,4,3,3,3
107,4,3,3,3,4,3,3,3,4,3,3,3
70,4,3,3,3,4,3,3,3,4,3,3,3
91,4,3,3,3,4,3,3,3,4,3,3,3
53,4,4,3,5,4,4,3,5,4,3,3,5
45,4,3,3,4,4,3,3,4,4,3,3,4
2,3,4,3,4,3,4,3,4,3,3,3,4
109,4,4,3,5,4,4,3,5,4,3,3,5
19,4,4,3,5,4,4,3,5,4,3,3,5
144,4,3,3,4,4,3,3,4,4,3,3,4
94,4,3,3,4,4,3,3,4,4,3,3,4
15,4,4,3,5,4,4,3,5,4,3,3,5
14,4,4,3,5,4,4,3,5,4,3,3,5
27,4,3,3,4,4,3,3,4,4,3,3,4
42,4,4,3,5,4,4,3,5,4,3,3,5
94,4,4,3,5,4,4,3,5,4,3,3,5
110,4,4,3,5,4,4,3,5,4,3,3,5
105,4,4,3,5,4,4,3,5,4,3,3,5
76,4,4,3,5,4,4,3,5,4,3,3,5
143,4,3,3,4,4,3,3,4,4,3,3,4
12,4,4,3,5,4,4,3,5,4,3,3,5
50,4,4,3,5,4,4,3,5,4,3,3,5
90,4,4,3,5,4,4,3,5,4,3,3,5
81,4,4,3,5,4,4,3,5,4,3,3,5
146,4,3,3,4,4,3,3,4,4,3,3,4
148,4,4,3,5,4,4,3,5,4,3,3,5
149,4,4,3,5,4,4,3,5,4,3,3,5
54,4,4,3,5,4,4,3,5,4,3,3,5
107,4,4,3,5,4,4,3,5,4,3,3,5
70,4,4,3,5,4,4,3,5,4,3,3,5
91,4,4,3,5,4,4,3,5,4,3,3,5
146,4,3,3,4,4,3,3,4,4,3,3,4
12,4,4,3,5,4,4,3,5,4,3,3,5
50,4,4,3,5,4,4,3,5,4,3,3,5
90,4,4,3,5,4,4,3,5,4,3,3,5
81,4,4,3,5,4,4,3,5,4,3,3,5
146,4,3,3,4,4,3,3,4,4,3,3,4
54,4,4,3,5,4,4,3,5,4,3,3,5
107,4,4,3,5,4,4,3,5,4,3,3,5
70,4,4,3,5,4,4,3,5,4,3,3,5
91,4,4,3,5,4,4,3,5,4,3,3,5
53,4,4,3,5,4,4,3,5,4,3,3,5
45,4,4,3,5,4,4,3,5,4,3,3,5
2,4,4,3,5,4,4,3,5,4,3,3,5
109,4,4,3,5,4,4,3,5,4,3,3,5
19,4,4,3,5,4,4,3,5,4,3,3,5
144,4,4,3,5,4,4,3,5,4,3,3,5
94,4,4,3,5,4,4,3,5,4,3,3,5
15,4,4,3,5,4,4,3,5,4,3,3,5
14,4,4,3,5,4,4,3,5,4,3,3,5
27,4,4,3,5,4,4,3,5,4,3,3,5
42,4,4,3,5,4,4,3,5,4,3,3,5
80,4,4,3,5,4,4,3,5,4,3,3,5
111,4,4,3,5,4,4,3,5,4,3,3,5
62,4,4,3,5,4,4,3,5,4,3,3,5
46,4,4,3,5,4,4,3,5,4,3,3,5
52,4,4,3,5,4,4,3,5,4,3,3,5
151,4,4,3,5,4,4,3,5,4,3,3,5
101,4,4,3,5,4,4,3,5,4,3,3,5
110,4,4,3,5,4,4,3,5,4,3,3,5
105,4,4,3,5,4,4,3,5,4,3,3,5
76,4,4,3,5,4,4,3,5,4,3,3,5
143,4,4,3,5,4,4,3,5,4,3,3,5
12,4,4,3,5,4,4,3,5,4,3,3,5
50,4,4,3,5,4,4,3,5,4,3,3,5
90,4,4,3,5,4,4,3,5,4,3,3,5
91,4,4,3,5,4,4,3,5,4,3,3,5
146,4,4,3,5,4,4,3,5,4,3,3,5
148,4,4,3,5,4,4,3,5,4,3,3,5
149,4,4,3,5,4,4,3,5,4,3,3,5
54,4,4,3,5,4,4,3,5,4,3,3,5
107,4,4,3,5,4,4,3,5,4,3,3,5
70,4,4,3,5,4,4,3,5,4,3,3,5
91,4,4,3,5,4,4,3,5,4,3,3,5
53,4,3,3,5,4,3,3,5,4,3,3,5
45,4,3,3,4,4,3,3,4,4,3,3,4
2,3,4,3,4,3,4,3,4,3,4,3,4
109,4,3,3,4,4,3,3,4,4,3,3,4
19,4,3,3,4,4,3,3,4,4,3,3,4
144,4,3,3,4,4,3,3,4,4,3,3,4
94,4,3,3,4,4,3,3,4,4,3,3,4
15,4,3,3,4,4,3,3,4,4,3,3,4
14,4,3,3,4,4,3,3,4,4,3,3,4
27,4,3,3,4,4,3,3,4,4,3,3,4
42,4,3,3,4,4,3,3,4,4,3,3,4
80,4,3,3,4,4,3,3,4,4,3,3,4
111,4,3,3,4,4,3,3,4,4,3,3,4
62,4,3,3,4,4,3,3,4,4,3,3,4
46,4,3,3,4,4,3,3,4,4,3,3,4
52,4,3,3,4,4,3,3,4,4,3,3,4
151,4,3,3,4,4,3,3,4,4,3,3,4
101,4,3,3,4,4,3,3,4,4,3,3,4
110,4,3,3,4,4,3,3,4,4,3,3,4
105,4,3,3,4,4,3,3,4,4,3,3,4
76,4,3,3,4,4,3,3,4,4,3,3,4
143,4,3,3,4,4,3,3,4,4,3,3,4
12,4,3,3,4,4,3,3,4,4,3,3,4
50,4,3,3,4,4,3,3,4,4,3,3,4
90,4,3,3,4,4,3,3,4,4,3,3,4
81,4,3,3,4,4,3,3,4,4,3,3,4
146,4,3,3,4,4,3,3,4,4,3,3,4
148,4,3,3,4,4,3,3,4,4,3,3,4
149,4,3,3,4,4,3,3,4,4,3,3,4
54,4,3,3,4,4,3,3,4,4,3,3,4
107,4,3,3,4,4,3,3,4,4,3,3,4
70,4,3,3,4,4,3,3,4,4,3,3,4
91,4,3,3,4,4,3,3,4,4,3,3,4
146,4,3,3,4,4,3,3,4,4,3,3,4
148,4,3,3,4,4,3,3,4,4,3,3,4
149,4,3,3,4,4,3,3,4,4,3,3,4
54,4,3,3,4,4,3,3,4,4,3,3,4
107,4,3,3,4,4,3,3,4,4,3,3,4
53,4,3,3,4,4,3,3,4,4,3,3,4
45,3,4,3,3,3,4,3,3,3,4,3,3
2,4,4,3,4,4,4,3,4,4,4,3,4
109,4,4,4,4,4,4,4,4,4,4,4,4
19,3,3,3,3,3,3,3,3,3,3,3,3
144,4,4,4,4,4,4,4,4,4,4,4,4
94,3,4,3,3,3,4,3,3,3,4,3,3
15,4,4,4,4,4,4,4,4,4,4,4,4
14,4,4,4,4,4,4,4,4,4,4,4,4
27,3,3,3,3,3,3,3,3,3,3,3,3
42,4,4,4,4,4,4,4,4,4,4,4,4
80,4,4,4,4,4,4,4,4,4,4,4,4
111,4,4,4,4,4,4,4,4,4,4,4,4
62,3,3,3,3,3,3,3,3,3,3,3,3
46,4,4,4,4,4,4,4,4,4,4,4,4
52,4,4,4,4,4,4,4,4,4,4,4,4
151,4,4,4,4,4,4,4,4,4,4,4,4
101,3,3,3,3,3,3,3,3,3,3,3,3
110,4,4,4,4,4,4,4,4,4,4,4,4
105,4,4,4,4,4,4,4,4,4,4,4,4
76,3,3,3,3,3,3,3,3,3,3,3,3
143,4,4,4,4,4,4,4,4,4,4,4,4
12,3,3,3,3,3,3,3,3,3,3,3,3
50,4,4,4,4,4,4,4,4,4,4,4,4
90,4,4,4,4,4,4,4,4,4,4,4,4
81,4,4,4,4,4,4,4,4,4,4,4,4
146,4,4,4,4,4,4,4,4,4,4,4,4
148,4,4,4,4,4,4,4,4,4,4,4,4
149,4,4,4,4,4,4,4,4,4,4,4,4
54,4,4,4,4,4,4,4,4,4,4,4,4
107,4,4,4,4,4,4,4,4,4,4,4,4
70,3,3,3,3,3,3,3,3,3,3,3,3
91,4,4,4,4,4,4,4,4,4,4,4,4
146,4,4,4,4,4,4,4,4,4,4,4,4
148,4,4,4,4,4,4,4,4,4,4,4,4
53,4,3,4,5,4,3,4,5,4,3,4,5
45,5,4,4,4,5,4,4,4,5,4,4,4
2,4,4,3,5,4,4,3,5,4,4,3,5
109,5,4,4,5,5,4,4,5,5,4,4,5
19,4,3,4,4,4,3,4,4,4,3,4,4
144,4,3,4,5,4,3,4,5,4,3,4,5
94,5,4,4,4,5,4,4,4,5,4,4,4
15,4,4,3,5,4,4,3,5,4,4,3,5
14,4,3,4,5,4,3,4,5,4,3,4,5
27,4,3,4,4,4,3,4,4,4,3,4,4
42,5,4,4,4,5,4,4,4,5,4,4,4
46,4,3,4,5,4,3,4,5,4,3,4,5
52,4,3,4,5,4,3,4,5,4,3,4,5
151,4,3,4,4,4,3,4,4,4,3,4,4
101,4,3,4,4,4,3,4,4,4,3,4,4
110,5,4,4,5,5,4,4,5,5,4,4,5
148,4,3,4,5,4,3,4,5,4,3,4,5
149,4,3,4,4,4,3,4,4,4,3,4,4
54,5,4,4,5,5,4,4,5,5,4,4,5
107,4,3,4,4,4,3,4,4,4,3,4,4
70,4,3,4,4,4,3,4,4,4,3,4,4
91,5,4,4,5,5,4,4,5,5,4,4,5
146,4,3,4,5,4,3,4,5,4,3,4,5
148,5,4,4,5,5,4,4,5,5,4,4,5
149,4,3,4,4,4,3,4,4,4,3,4,4
53,4,4,3,5,4,4,3,5,4,3,3,5
45,3,3,4,4,3,3,4,4,3,3,4,4
2,3,4,3,4,3,4,3,4,3,3,3,4
109,4,4,4,5,4,4,4,5,4,4,4,5
19,4,4,3,4,4,4,3,4,4,3,3,4
144,3,3,4,4,3,3,4,4,3,3,4,4
94,4,4,4,5,4,4,4,5,4,4,4,5
15,4,4,4,5,4,4,4,5,4,4,4,5
14,4,4,4,5,4,4,4,5,4,4,4,5
27,3,3,4,4,3,3,4,4,3,3,4,4
42,4,4,4,5,4,4,4,5,4,4,4,5
80,4,4,4,5,4,4,4,5,4,4,4,5
111,3,3,3,4,3,3,3,4,3,3,3,4
62,3,3,3,4,3,3,3,4,3,3,3,4
46,4,4,4,5,4,4,4,5,4,4,4,5
52,3,3,3,4,3,3,3,4,3,3,3,4
151,4,4,4,5,4,4,4,5,4,4,4,5
101,3,3,3,4,3,3,3,4,3,3,3,4
110,4,4,4,5,4,4,4,5,4,4,4,5
105,4,4,4,5,4,4,4,5,4,4,4,5
14,4,4,4,5,4,4,4,5,4,4,4,5
27,3,3,4,4,3,3,4,4,3,3,4,4
53,4,4,3,5,4,4,3,5,4,4,3,5
45,3,3,4,4,3,3,4,4,3,3,4,4
2,4,4,3,5,4,4,3,5,4,4,3,5
109,4,4,4,5,4,4,4,5,4,4,4,5
19,3,3,4,4,3,3,4,4,3,3,4,4
144,4,4,3,5,4,4,3,5,4,4,3,5
94,3,3,4,4,3,3,4,4,3,3,4,4
15,4,4,4,5,4,4,4,5,4,4,4,5
14,4,4,4,5,4,4,4,5,4,4,4,5
27,3,3,4,4,3,3,4,4,3,3,4,4
42,4,4,3,5,4,4,3,5,4,4,3,5
80,4,4,4,5,4,4,4,5,4,4,4,5
111,3,3,4,4,3,3,4,4,3,3,4,4
62,4,4,3,5,4,4,3,5,4,4,3,5
46,3,3,4,4,3,3,4,4,3,3,4,4
52,4,4,3,5,4,4,3,5,4,4,3,5
151,3,3,4,4,3,3,4,4,3,3,4,4
101,4,4,4,5,4,4,4,5,4,4,4,5
110,4,4,4,5,4,4,4,5,4,4,4,5
105,3,3,4,4,3,3,4,4,3,3,4,4
76,4,4,4,5,4,4,4,5,4,4,4,5
143,3,3,4,4,3,3,4,4,3,3,4,4
12,4,4,4,5,4,4,4,5,4,4,4,5
50,3,3,4,4,3,3,4,4,3,3,4,4
90,4,4,4,5,4,4,4,5,4,4,4,5
81,3,3,4,4,3,3,4,4,3,3,4,4
146,4,4,3,5,4,4,3,5,4,4,3,5
148,3,3,4,4,3,3,4,4,3,3,4,4
149,4,4,4,5,4,4,4,5,4,4,4,5
54,3,3,4,4,3,3,4,4,3,3,4,4
107,4,4,4,5,4,4,4,5,4,4,4,5
70,3,3,4,4,3,3,4,4,3,3,4,4
91,4,4,4,5,4,4,4,5,4,4,4,5
146,3,3,4,4,3,3,4,4,3,3,4,4
148,4,4,4,5,4,4,4,5,4,4,4,5
53,4,4,3,5,4,4,3,5,4,3,3,5
45,3,4,3,4,3,4,3,4,3,3,3,4
2,4,4,3,5,4,4,3,5,4,3,3,5
109,4,4,3,5,4,4,3,5,4,3,3,5
19,3,4,3,4,3,4,3,4,3,3,3,4
144,3,4,3,4,3,4,3,4,3,3,3,4
94,4,4,3,5,4,4,3,5,4,3,3,5
15,4,4,3,5,4,4,3,5,4,3,3,5
14,4,4,3,5,4,4,3,5,4,3,3,5
27,3,4,3,4,3,4,3,4,3,3,3,4
42,3,4,3,4,3,4,3,4,3,3,3,4
80,4,4,3,5,4,4,3,5,4,3,3,5
111,4,4,3,5,4,4,3,5,4,3,3,5
62,3,4,3,4,3,4,3,4,3,3,3,4
46,3,4,3,4,3,4,3,4,3,3,3,4
52,4,4,3,5,4,4,3,5,4,3,3,5
151,4,4,3,5,4,4,3,5,4,3,3,5
101,3,4,3,4,3,4,3,4,3,3,3,4
110,4,4,3,5,4,4,3,5,4,3,3,5
105,4,4,3,5,4,4,3,5,4,3,3,5
14,4,4,3,5,4,4,3,5,4,3,3,5
27,3,4,3,4,3,4,3,4,3,3,3,4
42,3,4,3,4,3,4,3,4,3,3,3,4
80,4,4,3,5,4,4,3,5,4,3,3,5
111,4,4,3,5,4,4,3,5,4,3,3,5
